"PERC_TRUSTED_PAIR_TXN","PERC_PAST_15_DAY_TXN_CNT","PAST_30_DAY_TXN_CNT","PAST_21_DAY_TXN_CNT","FREQ_ACCNT_TXN_CNT","FREQ_ACCT_TXN_AMT","JURIDICTION_CODE","AVG_TRANS_AMT","WIRES_TXN","NO_HIGH_RISK_TXN","NO_OF_ACCOUNTS","TOTAL_HR_TXN","PAST_7DAYS_TXN_CNT","PAST_15DAYS_TXN_CNT","PAST_15_DAY_TXN_AMT","PAST_7_DAY_TXN_AMT","TOT_TXN_AMT","NO_OF_ACCOUNTS.1","AVG_MONTHLY_TXN","AVG_TRAN_CNT","DAYS_BTW_2_TXN","DAY_OF_TXN","WIRES_TXN_AMT","PAST_21_DAY_TXN_AMT","PAST_30_DAY_TXN_AMT","RISK_FLAG","AVG_MI_TXN_AMT","AVG_CASH_TXN_AMT","AVG_BO_TXN_AMT","ALERT_STATUS","RF_pred","LR_pred","ANN_pred","Xgboost_pred"
1.199499192,0.258132867,0.397413943,0.631900956,-0.477200379,-0.882179703,-0.061830868,-0.028326823,-0.13101437,-0.092529695,1.690371528,0.604146799,-0.621228268,0.065803424,0.458310823,0.649708023,-0.14062392,0.218950442,0.019585585,-0.123836336,-0.231200154,-0.739287326,0.151192161,0.475509961,0.134455225,0.066838937,-0.031282178,0.021058781,1.29,0,-2.14e-16,0.000265545,3.95e-06,0.00055554
1.072071606,-0.207422311,1.081834915,1.314152021,-1.026688788,-0.138140813,-0.576519657,0.231974133,0.730992203,0.031653425,0.804497485,0.404779182,-1.596215543,0.229059523,-0.497927506,0.110220579,-0.277995059,0.610190445,-0.018845766,-0.187897344,0.150682566,0.518650886,-0.128148453,0.526517507,0.536506195,-0.242729285,0.043057207,0.022323664,29.95,0,-2.1e-16,0.000993039,2.38e-05,0.00063393
-0.821223926,2.043407961,-0.08106371,0.613276295,0.350827944,-1.167807561,1.226168338,-0.48352377,0.425765451,1.927915285,-0.171335983,0.418160272,0.882704955,-0.251291758,0.663947679,-0.792809753,-0.346492851,-0.344182336,0.22695238,0.831326499,-0.051482434,0.603819384,0.02338438,0.406388684,-0.449502046,-0.424790825,0.805590224,0.310559297,0.89,0,-1.71e-16,2.36e-05,1.99e-06,0.00055554
-0.609562527,0.511289927,1.16280681,-0.434357991,0.613038017,0.281574752,0.909177476,0.059586743,-0.134015661,-0.957839493,-1.327152638,0.436331379,0.801951906,-0.377955855,-0.685871926,-0.202522535,-0.31872761,-0.865286386,-0.418371711,0.04878954,-0.091386204,-0.201600153,-0.025442814,-0.732710697,-0.14250442,0.134766974,0.082864877,0.130994122,69.81,0,-2.22e-16,0.000167841,1.89e-05,0.00050297
-1.21250204,-0.058850913,1.823434553,-0.891163804,-0.455971674,1.330098254,-0.631759816,1.245755804,0.774278112,-1.547850914,-0.23949024,-0.022576733,-2.047290959,0.103257263,0.230367456,-1.024023995,1.436265673,-2.347027006,-1.928416822,-0.357609062,0.027180641,0.039612096,0.23351888,-0.621402488,-0.463379298,0.89788813,-0.12190654,-0.10175916,48.94,0,-1.17e-16,0.000434006,3.1e-06,0.000657363
1.130881657,-0.306948205,0.998749461,0.225914764,-0.544978413,0.872663858,-0.938949901,0.372366196,0.459414501,-0.015577458,0.839392728,0.964976579,0.92365752,-0.166224551,1.159325633,0.983879414,-1.00270591,0.659582695,-0.338309252,0.024382823,0.261644377,0.792109553,-0.14528419,-0.763391225,0.21211309,0.638135559,0.024788982,0.013677527,28.9,0,-2.09e-16,0.000179337,2.13e-05,0.000532135
1.317470316,-0.04071268,0.032014227,-0.374984858,-0.181072278,-0.370094008,-0.158119294,-0.025467919,0.080708866,-0.013207605,0.705436831,0.514784909,-0.0494645,0.424568233,0.518323102,0.702653691,-0.842502284,0.291956171,0.673933521,-0.049133613,-0.116096176,-0.35417469,-0.064965831,-0.442757442,0.314107948,0.995445808,-0.089683801,-0.015752641,0.77,0,-1.91e-16,9.83e-05,2.29e-06,0.00050297
-4.220880123,-5.414581148,2.598472531,-0.517058791,3.675051208,-2.113170051,-3.999805485,0.978198802,0.222774059,0.339333288,-0.687137013,-0.230616165,-0.472938699,-0.891519037,-1.736252713,1.385001801,-0.063639721,-0.053796948,1.062035763,1.585603171,0.571060099,0.328668169,0.522998478,-0.835251816,0.847366951,-0.081219114,0.134230711,0.208687419,52.52,0,-1.19e-16,0.000155296,1.22e-05,0.000701612
-0.705690186,0.392644885,1.200493214,-1.093590695,0.52300465,-0.506854107,0.7717754,-0.107085184,-0.35234821,-0.857622054,-1.329510433,-0.172341856,0.755477145,-0.129479876,0.485265827,0.655645492,-0.936218286,0.12946886,-0.235969476,0.17080349,0.189673472,0.396841291,-0.263550603,-0.480980731,0.223656498,1.071713534,-0.034000268,0.087279711,58.9,0,-2.27e-16,0.000124271,5.73e-06,0.000515573
-0.838594506,1.016917925,1.545097975,-0.735903222,-0.157521795,-0.705899745,0.663998683,0.095223583,-0.062898254,-0.184775502,1.158947176,0.804003801,-0.400347567,0.057418574,-0.983689619,0.114667215,-0.468606672,-0.155103507,-0.039503473,0.135644224,-0.160566728,-0.259315104,-0.055335914,0.546183299,-0.22642899,0.268334884,0.404800606,0.23248249,5,0,-2.24e-16,8.04e-05,3.95e-06,0.00050297
-4.554544963,1.419866509,0.212261697,-2.341553187,-2.623820724,2.566345173,-4.533101745,-11.2851049,0.743721007,0.414018948,1.414624029,1.197265366,-0.85404645,0.465666161,2.047284603,-1.527049047,0.580691308,2.305060011,0.048165992,0.6355984,-1.184516911,0.905380031,0.594791522,-0.02965067,-0.615248986,0.153998858,0.186241907,0.653323602,200,0,0.01,6.7e-05,1.83e-05,0.00050297
-1.063267403,0.891361814,2.34002443,-0.458660097,-0.928830492,-0.927555769,0.238078117,-0.124532393,-0.034687201,-0.082739137,0.259765335,0.069793453,0.25835841,-0.213869364,1.609008288,0.056413283,0.04465674,-0.336149119,0.674965056,0.197809637,-0.04553179,-0.141711177,-0.01883636,1.002330252,-0.258009109,1.316983445,-0.179204346,0.147737944,17.99,0,-1.62e-16,0.000129606,1.5e-06,0.00050297
1.07211725,0.197782379,0.02513021,1.183833816,-0.126725159,-1.008329468,0.579420715,-0.371191703,-0.304704646,-0.053466023,-0.203979589,0.768947073,1.038270561,0.285290869,0.673520757,-0.116887781,-0.417540271,-0.413520958,-0.317872612,0.113562654,0.040276342,-0.00563067,-0.191543875,0.422555315,0.729698935,-0.371773735,-0.007803907,0.035727617,100.07,0,-2.23e-16,0.000323811,2.29e-06,0.000614855
-2.399271176,2.184653669,0.39205609,-0.875030888,-1.027723088,-0.894161031,-0.136743807,1.030303261,0.454654681,0.617811162,0.847534027,0.832413695,-0.898442063,0.531754772,-0.936018811,0.301974995,-0.131080047,-0.067145093,-0.166727346,0.394410307,-0.200897461,-0.419799865,0.107514237,0.511034881,0.006407811,0.293248072,0.569083573,0.348909163,5,0,-2.26e-16,1.31e-05,2.29e-06,0.00050297
-0.521016822,1.083738282,1.671193612,2.995454695,0.081343798,-0.567808674,0.359003987,-0.045537866,-1.245149199,1.085895169,-0.195687834,-0.245930955,0.233267454,0.197123504,1.228751922,-0.105545177,0.055960428,-0.073660963,0.586372844,0.225196093,0.015848324,0.14455108,0.188492704,0.707699853,-0.36672662,0.093022041,0.212620563,0.163631116,6.61,0,-9.16e-17,0.000558369,3.93e-06,0.002301147
-0.455257512,0.947510786,0.8744822,0.725765286,0.59497611,-0.247755908,0.983373002,-0.248831689,-0.717050066,-0.162746412,-1.055937133,0.227146279,1.396089267,0.012280396,0.964738562,-0.128310643,-0.578782128,0.238165943,0.753604629,0.065120575,0.119261397,0.469381829,-0.104337465,-0.419679215,-0.072758732,-0.292284714,0.081254384,0.137053526,46.73,0,-2.2e-16,0.000254639,2.29e-06,0.000570532
1.273373505,0.166959252,0.194318484,0.425325329,-0.199366459,-0.685780494,0.089596758,-0.216239927,0.04282763,-0.082107499,-0.664561665,0.358047889,0.820644235,0.114839064,1.019883031,0.392336812,-0.622014236,-0.268001635,0.024813334,-0.007063416,-0.105370128,-0.290985059,-0.067330435,-0.095827769,0.447236898,0.421675728,-0.040637101,0.01185361,19.99,0,-2.26e-16,0.000144454,2.29e-06,0.00055554
-0.370695288,0.81741273,1.500371315,0.312342688,0.386259805,0.042687338,0.653567332,0.005787567,-0.212644935,-0.905812522,1.733275758,0.893872667,0.080302151,-1.738654073,-0.937507781,-0.263876718,1.124720775,0.101336881,0.002702015,0.065595704,-0.053307372,0.246265264,-0.233483109,0.170285183,-0.052828327,0.340056257,-0.09515676,-0.15065625,12.31,0,-1.08e-16,0.001842822,5.29e-06,0.001369779
1.009575551,0.072906289,1.714824794,2.422086205,-0.888163351,0.694156693,-0.957776291,0.491998628,-0.20672705,0.781327848,1.290357086,0.196416156,-0.868666466,0.212829685,0.743374812,1.197505174,-0.777036961,0.565001723,-1.563094789,-0.197242844,0.318212215,0.851501916,0.022475453,0.210402558,0.084578543,0.112326113,0.05135931,0.029774359,12.14,0,-1.46e-16,0.000787498,1e-04,0.002266592
-0.363890379,1.025187186,1.099996156,-0.064689662,0.331386416,-0.316979118,0.597827016,0.119733747,-0.289169717,-0.540940603,-0.408738685,-0.415883726,-0.407389317,-0.309041757,1.234628367,0.222138621,0.188453547,-0.399439513,-0.310826059,0.063224993,-0.264701777,-0.687774371,-0.016471942,-0.353393879,-0.203575504,0.125695558,0.256983826,0.090210711,5.99,0,-2.3e-16,0.000119763,5.32e-06,0.000530954
-0.424646159,0.642871933,1.20203205,-2.003173765,0.16252312,-1.231252956,1.075030628,-0.301956055,0.870170063,-1.182171906,0.101526772,0.197167797,-0.707482149,0.210023886,1.157045561,-0.949263658,-0.149681612,-0.462302068,-0.579927854,-0.038749372,0.10476858,0.695323767,-0.221196574,0.394573583,-0.057229379,-0.828591414,0.253073815,-0.014672186,1,0,-1.97e-16,0.000133863,4.11e-06,0.00050297
1.077692432,-0.424583109,1.23698349,0.296604803,-1.109428221,-0.071010022,-0.598381541,0.096660043,1.004018234,-0.546187224,-0.086376591,1.37338895,1.035763974,-0.724608287,-0.195435986,-0.557045094,0.478667185,-1.327235596,-0.035063741,0.023933746,-0.150261628,-0.162940173,0.105043865,0.507145975,0.044928368,0.944653559,-0.015995007,0.02277372,43.84,0,-1.97e-16,0.000367305,4.38e-05,0.000564272
-2.617954374,-0.337693065,2.390398666,-2.294054808,-2.041378,0.354093441,0.734988251,-0.161916006,4.015299856,-0.233662664,-1.233747029,0.134600124,-1.277009724,-2.06844743,-1.109405168,-0.887924466,-0.028467406,0.054262301,0.284417311,0.18134858,-0.422593802,0.769104345,-0.19562833,0.483369219,0.980174442,0.141168484,0.68870158,0.229691972,217,0,-1.1e-16,4.62e-05,1.38e-05,0.001437186
-0.323034654,0.706652343,0.895411868,-2.152059586,0.4237851,-1.217129878,1.170274421,-0.417092383,0.852196213,-1.152017098,-0.769283022,0.11453571,-0.026638756,0.029407538,0.908748944,-0.440510312,-0.757403608,0.192332146,0.0858141,0.052831165,0.028855506,0.471348455,-0.358870909,-0.106177946,0.143148634,-0.808874283,0.238886508,-0.018515566,1,0,-1.9e-16,7.68e-05,5.73e-06,0.00050297
1.498253968,-0.28738276,-0.710711676,-1.097709117,0.184710486,-0.281372597,-0.074281136,-0.247427664,-1.506873596,0.820591753,0.485079685,0.28398546,1.495844991,-0.012728992,-0.314245129,1.255189451,-0.398587499,-0.820399702,1.41935331,0.200895488,0.169148009,0.450337185,-0.357308298,-0.91605474,0.982277237,-0.02430517,-0.026695835,-0.018821669,15,0,-1.89e-16,5.61e-05,2.29e-06,0.00050297
1.190744695,0.322190981,0.41478347,0.625210067,-0.38370323,-0.854171354,0.019526591,-0.092237666,-0.298509372,-0.127212133,1.878432833,1.19062138,0.482001546,-0.152456697,0.337987133,0.598652028,-0.203470133,0.084719867,0.010562007,-0.043127898,-0.215526476,-0.651620153,0.13359781,0.505945272,0.169936224,0.062616964,-0.025011153,0.024288151,6.24,0,-2.21e-16,0.000240928,3.95e-06,0.00055554
-0.414920651,0.72342159,1.224415519,-2.109555182,0.199364029,-1.278337653,1.127896191,-0.353154362,0.442609501,-1.00392333,1.672297847,1.392439741,0.437686896,0.134394499,0.083192212,-0.480483855,-0.791176995,0.376067753,0.106033388,0.084205751,0.134470059,0.768223226,-0.292541542,0.562502998,0.042025564,-0.872150688,0.240382322,-0.020125942,1,0,-1.67e-16,0.000110519,2.32e-05,0.00050297
-0.678602481,0.724199056,1.055503014,-2.199156781,0.178343352,-0.865548112,0.919821806,-0.101733169,0.899117592,-0.68831028,1.610607633,0.53559235,-1.370686621,0.448472934,0.545592398,-0.710506574,-0.419404784,0.130738643,-0.270811664,0.068474897,0.11251269,0.714250811,-0.229732004,0.19791059,-0.039913248,-0.831964376,0.35002828,0.032680069,1,0,-1.93e-16,7.93e-05,5.78e-06,0.00050297
-0.145408169,-0.223494076,0.989613758,-1.617944008,-0.90675054,-0.517113259,0.056566353,-0.163399653,-2.581016151,1.271873801,-0.418711351,-1.522334649,-0.454412995,0.03053391,0.819332848,-1.189902257,1.173990786,-0.655925167,0.487524432,-0.315990429,-0.410096445,-0.874352245,0.229494752,-0.00557108,-0.811642117,-0.51342323,0.067896908,0.151185819,59.95,0,-1.72e-16,2.03e-05,1.48e-05,0.000520899
-0.415021694,0.713439074,1.221550518,-2.108216205,0.187066645,-1.281616029,1.118547578,-0.345326106,0.463473496,-0.999876216,1.648799049,1.319155904,0.299893484,0.161817097,0.098310512,-0.474020246,-0.783302875,0.392973349,0.106963712,0.075377256,0.132885769,0.75693826,-0.290887614,0.558730334,0.03736325,-0.871688933,0.239481533,-0.020421878,1,0,-1.74e-16,0.000111902,2.32e-05,0.00050297
-0.521761623,0.626184012,-0.59923896,-3.271826534,2.656584731,2.747354831,0.584885138,0.567660848,0.88721819,-0.782958243,-0.088837491,0.071575566,-0.23922246,0.145695679,1.083647615,-0.276754674,-1.080736187,0.469258598,0.240659708,0.286653285,-0.021663684,0.228997016,-0.319731021,1.00575856,0.285071887,-0.819992074,0.34615588,0.039701526,1,0,-1.8e-16,1.44e-05,6.3e-06,0.00050297
-0.612025728,0.938788279,1.354406648,0.95505924,-0.523281372,0.191453514,1.018193738,-0.042082317,-0.317348848,-0.094602923,-0.415341445,-0.631570758,-1.089786407,0.411002498,1.517723553,-0.252553148,0.038533197,-0.41248785,0.129544974,-0.226131917,-0.146280705,-0.411535502,0.209931898,0.005352932,-0.776464078,-0.667928154,0.019673943,0.116948613,130.2,0,-2.11e-16,0.000266234,4.56e-05,0.00063026
-0.377552116,0.664182411,0.986548767,-2.22970055,0.405860323,-0.98566421,1.074394139,-0.283552871,0.573225612,-0.98494148,1.086264536,0.885695987,-0.087777965,0.225470397,0.190439331,-0.294786579,-0.951027211,0.627308195,0.312645765,0.061916364,0.092033822,0.618574271,-0.351498719,0.007620751,0.092742009,-0.83676813,0.235628325,-0.026903278,1,0,-1.86e-16,8.47e-05,2.16e-05,0.00050297
-0.763128511,1.524523732,0.525153249,0.678901484,0.393668588,-0.374916558,0.488353,0.227591423,-0.830477355,-0.174699968,-1.113185268,0.669372616,1.922007478,0.208102414,0.866464876,-0.059864394,-0.427550025,0.197121609,0.70195509,0.150738067,0.135145373,0.454713385,-0.248283388,-0.406886575,-0.017971694,-0.281953018,0.166875527,0.152295934,3.05,0,-2.28e-16,0.000154675,2.29e-06,0.00055554
-0.515195051,0.751154215,1.0400865,-1.252072839,1.030373925,0.449087621,0.969858866,-0.179113576,0.463281888,0.263151548,-0.500473847,-0.361733604,-0.767908821,-0.345649498,-0.709517785,0.542852089,-1.341278325,0.501112809,0.701716972,0.299012233,-0.398560221,-0.617453676,-0.365564589,-1.393335012,-0.04349838,0.332864699,0.070506893,-0.234200517,4,0,-1.95e-16,3.19e-05,3.19e-06,0.000535811
-0.514645361,0.890165682,1.705105695,1.076272033,0.035833479,0.307733085,1.007473982,-0.232311584,0.569082834,-0.180448535,2.541106488,-2.191113033,1.09782566,1.792599971,-0.039975532,-0.447259905,0.513434433,0.479831887,-0.002156537,-0.011901798,0.08418931,0.651056912,-0.122149712,0.17490364,-0.301139456,-0.335990242,-0.125475663,-0.106151858,104.4,0,-1.9e-16,0.000208073,5.65e-06,0.000710937
1.280938957,-0.88280836,-0.98498911,-1.565704988,1.396800336,3.297176838,-1.087671549,0.694177814,0.352766918,0.252985597,1.010412978,-3.17077086,1.880287562,1.426641626,0.267697767,1.541826635,0.447914254,-0.853061846,0.74667652,0.348983913,-0.240343885,-0.931154521,0.026308561,0.923219308,0.334144376,-0.51502873,-0.031706777,0.026292804,104.29,0,-1.83e-16,4.62e-06,2.29e-06,0.000865214
1.457668051,-0.59077439,-0.882411728,-1.640014889,1.487022173,3.264256213,-1.209063759,0.717921803,0.363541995,0.295593682,1.009102331,-3.174538805,1.863977902,1.405930918,0.256189633,1.529760922,0.445202137,-0.871804933,0.775894339,0.162688527,-0.295774439,-0.882872469,0.106938987,0.918525243,0.367733589,-0.505272179,-0.01442191,0.010364514,12.81,0,-1.86e-16,4.43e-06,4.35e-06,0.000865214
1.309924385,-0.477624595,0.785644883,-0.414667723,-1.112329518,-0.729376698,-0.748879207,-0.110724987,0.617772175,0.213517039,1.126568822,-3.333884997,0.846459183,1.512602932,0.406942115,0.864162574,1.398660911,-1.747834365,-0.075207463,-0.040014266,-0.196875912,-0.491814085,0.212866871,0.301446425,0.053767289,-0.509519628,-0.008844232,0.017283075,26,0,-1.76e-16,2.62e-05,4.04e-05,0.000865214
1.349418103,-0.490234187,0.789755224,-0.418665777,-1.195361777,-0.771587401,-0.850426763,-0.044519084,0.787280313,0.255805659,0.939619594,-3.919751084,-0.259960578,1.727519685,0.524316402,0.912261001,1.461863415,-1.617950451,-0.061690069,-0.153996551,-0.222092462,-0.56973196,0.244072968,0.257473825,0.023693893,-0.503019015,-0.011987102,0.011139875,5,0,-1.4e-16,2.87e-05,1.16e-05,0.001009591
1.204425612,-0.687436731,0.493380101,-0.576244623,-0.930196592,-0.460510227,-0.625140972,-0.13060356,0.269675153,0.366117947,2.165613592,-2.492826663,1.753773149,1.491798698,-0.581251271,1.513674355,0.586791479,-0.678680465,0.787635259,0.237865346,-0.158186246,-0.585315831,0.010006269,-0.081097889,0.182898107,-0.526793441,-0.039269577,0.019291101,104.75,0,-2.06e-16,1.68e-05,2.33e-05,0.000657243
-1.574582954,0.100159994,1.27142684,1.499163063,0.774607277,-0.63013159,-0.484151634,0.569645696,0.217277952,-0.602636791,2.325038086,-1.887597358,1.089146367,2.529961463,0.117966898,-0.479433805,1.011358483,0.538378716,0.404447165,0.185237531,0.214328546,0.336951411,-0.151644195,0.180521945,-0.13816339,-0.276469481,0.02041801,-0.14069482,4.49,0,-1.32e-16,0.000220831,2.46e-05,0.000720802
1.012633321,0.185474949,1.85702487,2.625659113,-0.8136663,0.741190492,-1.050536049,0.411453902,1.078231736,0.410753503,2.237912077,-2.310506402,0.77114794,1.64748312,0.005915793,1.168253631,-0.044722512,0.838384789,-1.766318032,-0.240510019,0.167709881,0.665263172,0.034244533,0.149375648,0.061459099,0.073727308,0.02462656,0.023361114,12.14,0,-8.34e-17,0.0002433,0.00052,0.002851265
1.106058361,0.293559542,0.673458931,1.687790455,-0.221466769,-0.311263365,0.03676939,-0.145897885,1.491882803,-0.51651068,0.770865973,-1.659105112,1.847213224,1.446727428,-0.896667243,-0.863944704,1.093300021,-0.85612334,-0.703365483,-0.178548591,-0.21402572,-0.159875958,-0.032907924,0.359025641,0.602046564,-0.374494706,0.01243071,0.017156088,28.51,0,-1.49e-16,0.00021666,8.65e-05,0.001246323
-1.019546145,0.31018636,1.45936533,-1.871474035,-0.523778185,0.303772493,-0.579465616,0.556993999,-0.111078842,-0.404305316,1.090887987,-2.387560002,3.11960441,1.044121888,-1.03075123,2.211040037,-0.031591274,0.307745799,0.155192316,0.321665924,0.33507123,0.976250567,-0.282551291,-0.846216917,0.314808806,-0.170466568,0.181613809,0.065431654,59.95,0,-2.07e-16,1.13e-05,3.3e-06,0.000657243
1.146233939,0.789348584,0.608383045,3.09678273,0.021720505,-0.254847769,-0.028901404,-0.143767558,0.921674857,-0.334999937,0.40030438,-2.119576578,2.269656227,-0.041522968,-1.607705021,0.391242361,1.405129792,0.147924125,-0.991849773,-0.128054971,-0.281048121,-0.32717061,-0.098337833,0.270999292,0.629861715,0.036474785,6.09e-05,0.040970121,7.59,0,0.0075,0.00071526,0.000113,0.00271032
0.946443087,0.600386564,0.889782011,0.929058352,-0.088772977,-0.750707421,0.35169251,-0.401451525,1.263446629,-0.13472618,1.571755775,-1.615760385,2.757402034,1.215950031,0.433152071,-0.493949563,0.741135241,-0.85185352,-0.425385117,-0.061922317,-0.274583617,-0.250810675,0.474236771,0.549102635,-1.324774281,-0.103604483,-0.221122387,-0.350267204,0.89,0,-1.62e-16,8.87e-05,1.76e-05,0.000636769
-2.303349568,1.75924746,-0.359744743,2.330243051,-0.821628328,-0.075787571,0.562319782,-0.399146578,-0.238253368,-1.525411627,2.032912158,-6.560124295,0.022937323,-1.470101536,-0.698826069,-2.282193829,-4.781830856,-2.615664945,-1.334441067,-0.430021867,-0.294166318,-0.932391057,0.172726296,-0.087329538,-0.156114265,-0.542627889,0.039565989,-0.153028797,239.93,1,0.362666667,0.004227648,0.34,0.035693362
1.282179266,0.366098995,0.449667568,0.708724844,-0.117525875,-0.643334094,0.011304641,-0.291086678,1.2709641,-0.457456612,0.390115458,-1.977973532,2.652287799,1.524912079,0.26512292,0.39140084,0.093702177,-0.1793428,-0.141271987,-0.063808056,-0.428463365,-0.97710286,0.071750037,-0.163848178,0.278237268,0.083930151,-0.054095783,0.010365076,10.43,0,-2.16e-16,3.17e-05,6.55e-06,0.000584827
-2.029755415,1.823729907,1.124594317,1.868386283,-1.282559498,0.740101438,-1.110148828,1.502301628,1.693987794,-0.925296597,-0.551776085,-1.115715971,2.097873659,1.333834853,-2.26895789,-1.367557569,2.320257407,-0.771235076,1.027671346,-0.177023383,-0.380922667,-0.585945386,0.20103878,0.034975495,-0.224101062,-0.472360094,-0.059682581,0.063918217,15.99,0,-9.44e-17,0.00016976,4.07e-05,0.0017786
